223,133,0.255796,0.1102,,13.8579,6.18336,13.2185,-0.962874,0.0713066,-0.260363
224,134,0.340742,0.100246,,14.7607,6.32016,12.5521,0.990195,0,0.139695
225,134,0.540486,0.135353,,14.6969,6.11952,12.3808,0.388168,-0.742442,-0.54599
226,137,0.194126,0.0505069,,14.592,10.6841,13.3899,-0.469796,-0.610941,0.637214
227,137,0.405875,0.0838578,,14.7653,10.7844,13.4803,0.629258,0.202035,0.750478
228,144,0.32432,0.136153,,15.545,9.006,11.8048,0.534347,-0.196842,0.822026
229,144,0.327555,0.146817,,15.6135,9.0744,11.6334,0.946714,0.222741,-0.232634
230,145,0.250456,0.0756572,,15.3262,9.38448,11.6667,0.182068,0.801103,0.570162
231,145,0.187769,0.0810358,,15.2988,9.33888,11.5191,-0.0489969,0.582848,-0.811103
232,146,0.347989,0.130023,,15.0982,8.09856,11.1622,-0.602603,-0.786231,0.136785
233,146,0.865486,0.1863,,15.4675,7.98456,10.9051,0.611217,-0.579559,-0.539004
234,147,0.378631,0.103104,,14.8839,8.3448,10.7433,-0.433405,-0.529909,-0.728942
235,147,0.257566,0.0841566,,15.0663,8.49072,10.8147,0.779219,0.354084,-0.517149
236,148,0.398107,0.0677916,,13.566,8.81448,11.9999,0.114544,0.160359,0.98039
237,148,0.368186,0.0940755,,13.3745,8.76432,11.8762,-0.916383,-0.0990801,0.387848
238,150,0.192325,0.082562,,13.2741,9.15192,11.2669,-0.141947,0.521618,0.841288
239,150,0.194198,0.109732,,13.2148,9.15648,11.1526,-0.751295,0.563549,-0.343464
240,151,0.247806,0.0904097,,13.639,8.81448,10.9051,-0.184015,-0.920074,-0.345835
241,151,0.495268,0.0891471,,13.6664,8.92392,10.7004,0.0183738,-0.0184143,-0.999662
242,153,0.610496,0.0928245,,13.8259,11.1583,10.6338,-0.985921,-0.164292,-0.0311223
243,153,0.263827,0.118109,,14.1223,11.2997,10.5481,-0.0344921,0.691361,-0.721686
244,154,0.576352,0.0891476,,15.3763,11.4729,11.0908,0.348051,0.696277,0.627742
245,154,0.339648,0.101567,,15.4401,11.2358,10.9337,0.966587,-0.214633,0.140147
246,155,0.615089,0.0969747,,15.463,11.5368,10.5624,0.756152,0.622675,-0.201272
247,155,0.749402,0.0872019,,15.2122,11.6827,10.4625,-0.0487054,0.900584,-0.431944
248,156,0.527433,0.171941,,15.9509,9.85872,9.45337,0.89907,0.380408,0.21671
249,156,0.98295,0.184247,,16.0148,9.48024,9.12492,0.61234,-0.56597,-0.552012
250,157,0.184198,0.126717,,15.3444,9.45288,9.28202,-0.643873,-0.643656,0.413684
251,157,0.57492,0.0995631,,15.2624,9.43464,9.00592,-0.49172,-0.269673,-0.827942
252,158,0.310233,0.112903,,14.2865,10.9532,9.16772,0.0293327,0.99957,0
253,158,0.24874,0.131386,,14.1725,10.7708,9.11537,-0.880037,-0.219911,-0.420921
254,159,0.869109,0.380892,LMB,15.2395,10.6293,8.33952,0.314805,0.115405,-0.942114
255,159,0.882709,0.218918,,15.1392,11.017,8.70607,0.0826999,0.991834,-0.0970875
256,161,0.31792,0.130193,,11.2131,10.3239,8.86787,0.143432,-0.0575618,-0.987985
257,161,0.344827,0.0957912,,11.1082,10.447,8.92497,-0.47618,0.6612,-0.579713
258,162,0.895944,0.216851,AcRMB,11.8241,7.56504,10.1245,0.43775,-0.865232,0.244435
259,162,0.746361,0.149935,,11.9153,7.96176,9.77701,0.769868,0.0244385,-0.637735
260,163,0.290055,0.089953,,10.9349,7.49208,10.0055,-0.18893,-0.345867,0.919066
261,163,0.223788,0.14423,,10.8802,7.48296,9.82462,-0.733729,-0.529788,-0.425401
262,165,0.686628,0.122063,,11.3133,8.67768,9.02497,0.385215,-0.119542,-0.915051
263,165,0.229062,0.122824,,11.0945,8.69592,9.26772,-0.756125,-0.199076,-0.623413
264,168,0.385614,0.0629177,,10.1688,8.3904,10.1721,-0.189308,-0.614915,0.765534
265,168,1.01172,0.102706,,9.87699,8.42688,9.64851,-0.649015,-0.162259,-0.743271
266,172,0.0606575,0.150865,,7.97543,9.22032,12.4759,0.150022,0.601408,0.78473
267,172,0.0888007,0.14797,,7.94353,9.17016,12.4664,-0.615985,-0.718913,0.322067
268,173,0.697391,0.143256,,8.34023,8.62752,11.5763,0.823783,-0.523093,-0.218529
269,173,0.460213,0.311329,MiRMB,7.92073,8.63208,11.5906,-0.574736,-0.772861,-0.269007
270,176,0.203148,0.132439,,7.36898,10.0913,10.9622,-0.448932,-0.404138,0.796952
271,176,0.631525,0.154718,,7.20483,10.0958,10.6481,-0.664265,-0.115436,-0.73853
272,177,0.315203,0.13201,,7.95718,10.5016,11.2669,0.376267,0.839142,0.392764
273,177,0.910536,0.129469,,7.77478,10.757,11.0003,-0.27039,0.851367,-0.449515
274,178,0.586409,0.0799557,,10.8528,12.2299,12.1904,0.591056,-0.404326,0.697978
275,178,0.545987,0.0872783,,10.8117,12.4716,12.1904,0.484445,0.450926,0.749653
276,180,0.228753,0.124303,,10.4789,13.1784,11.1575,0.23956,0.956488,0.166556
277,180,0.238043,0.0903808,,10.5427,13.0416,11.067,0.766246,-0.23021,-0.599892
278,181,0.372603,0.0773314,,9.89063,12.9459,11.3859,-0.416261,0.269187,0.868485
279,181,0.270291,0.107411,,9.90433,12.9732,11.1336,-0.472453,0.573455,-0.669281
280,182,0.098666,0.134122,,9.29783,10.9668,9.65802,-0.27669,-0.831084,0.482433
281,182,0.515719,0.0916591,,9.44373,10.8801,9.45337,0.512878,-0.495038,-0.701351
282,183,0.627696,0.134933,,8.89653,11.5322,8.93452,0.59567,-0.305085,-0.743035
283,183,0.248595,0.226018,,8.60473,11.6235,9.10112,-0.843544,-0.0366056,-0.535811
284,184,0.264423,0.120642,,10.8437,12.7406,9.26297,0.758635,0.0692075,0.647829
285,184,0.417107,0.13351,,10.8984,12.6904,9.04402,0.743456,-0.196832,-0.639164
286,185,0.940589,0.227666,,9.94538,13.2514,9.06307,0.0291307,0.969606,0.242932
287,185,0.601575,0.446466,CaRMB,9.91798,12.9139,8.67272,-0.0455471,0.394133,-0.917924
288,186,0.0658924,0.15116,,7.41913,9.73104,15.9032,-0.41431,-0.553629,0.722387
289,186,0.314891,0.123146,,7.58783,9.72192,15.8794,0.984786,-0.173774,0
290,187,0.0160553,0.136571,,6.98133,10.2099,15.7794,-0.566789,-0.566789,0.597914
291,187,0.283912,0.0951414,,6.90838,10.333,15.7842,-0.545943,0.835117,0.0672751
292,189,0.599615,0.102773,,8.29923,10.9121,16.0127,0.669262,0.136921,0.730302
293,189,0.112879,0.10849,,8.13503,10.8665,15.7509,0.645822,-0.0806169,-0.75922
294,192,0.201915,0.0975614,,6.68493,11.1583,14.9512,-0.632444,-0.315974,0.70723
295,192,0.408583,0.0950925,,6.59373,11.3225,14.8655,-0.758963,0.64736,-0.0699973
296,196,0.183023,0.0999585,,6.03288,9.98184,14.3943,-0.348592,-0.0498298,0.935949
